Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2015-01-01,367.7707824707031,369.18642718982636,364.51106376443573,366.75559928795536,2002764
2015-01-02,374.99798583984375,376.0876812954706,367.32368667390165,367.32368667390165,6778320
2015-01-05,371.775634765625,378.12742589437954,368.3482683281456,374.3834101166207,9937024
2015-01-06,364.0081481933594,369.7452626229589,360.2641327013001,368.8139143543872,9667316
2015-01-07,365.749755859375,367.83596670446906,363.2257931757006,366.0198377385906,7249916
2015-01-08,367.59381103515625,371.98047014128355,363.2257970833765,369.8569917030436,13564920
2015-01-09,386.40704345703125,392.84266857849065,356.3431419183748,368.8325075682237,44863328
2015-01-12,394.13720703125,394.7425833172733,386.50947492255335,389.67605857252124,12758888
2015-01-13,389.09869384765625,392.61921788155007,386.50956363586636,392.61921788155007,8801236
2015-01-14,396.5028991699219,397.3131903927652,389.78791421285354,390.88688703198204,9921260
2015-01-15,397.5460205078125,401.00133178430156,393.44808800169943,397.7229675890147,8342452
2015-01-16,394.5749816894531,402.34241646773023,393.40147387955847,400.1071808206873,6690960
2015-01-19,391.6319885253906,397.1921564696448,390.1604762951698,394.89170781157105,4087744
2015-01-20,395.6739807128906,397.3131627250977,391.4363461831223,392.4701518339338,6804504
2015-01-21,404.1866149902344,405.31355580152444,394.5192354839327,397.0338765033062,8494908
2015-01-22,409.1319274902344,410.3520026851079,402.5845680617533,405.0992081145218,9958396
2015-01-23,412.5967102050781,414.4500846344228,403.29254773736176,409.79334211044056,9486328
2015-01-27,397.96502685546875,413.70480910180015,396.7729195266118,413.70480910180015,13739968
2015-01-28,399.464599609375,401.37386358212933,396.81025701310676,400.4797601387146,13134356
2015-01-29,399.6415100097656,400.46107823001813,396.30730166593736,399.548375190374,15369424
2015-01-30,398.970947265625,402.8174428441671,396.18622507851853,402.62185061542954,10833744
2015-02-02,398.0303039550781,400.8522708498952,396.01858271992774,398.8964396027187,8702540
